Task_ID,Department,Task_Type,Priority,Deadline_Days,Estimated_Hours,Resource_Available
2250,Marketing,Development,2,2,14,1
2251,Marketing,Hiring,2,17,18,0
2252,Tech,Development,3,28,9,0
2253,Tech,Hiring,3,19,17,1
2254,Finance,Hiring,4,23,6,0
2255,HR,Development,1,13,8,0
2256,HR,Payment,2,13,13,1
2257,Tech,Support,1,1,18,0
2258,Finance,Campaign,5,2,5,1
2259,HR,Support,2,1,6,0
2260,Tech,Campaign,1,24,19,0
2261,Marketing,Campaign,4,5,4,1
2262,HR,Hiring,4,24,7,1
2263,Finance,Campaign,2,3,4,1
2264,Finance,Campaign,5,29,11,1
2265,Finance,Development,4,28,12,0
2266,Marketing,Support,4,7,14,0
2267,HR,Development,5,24,13,0
2268,HR,Campaign,1,22,10,1
2269,Marketing,Hiring,4,13,18,0
2270,HR,Development,3,29,16,0
2271,Marketing,Development,4,23,5,0
2272,Marketing,Payment,1,30,8,1
2273,Marketing,Campaign,1,28,14,1
2274,Finance,Hiring,2,18,5,0
2275,HR,Development,3,24,8,0
2276,Marketing,Development,1,21,6,1
2277,HR,Hiring,5,7,16,1
2278,Finance,Campaign,3,1,4,1
2279,Marketing,Payment,3,5,12,1
2280,Tech,Development,5,17,11,0
2281,Finance,Payment,4,28,3,1
2282,Tech,Support,5,29,12,0
2283,HR,Campaign,5,8,5,1
2284,HR,Support,4,15,6,0
2285,Finance,Support,4,20,19,0
2286,HR,Support,4,4,18,1
2287,Tech,Campaign,4,2,16,0
2288,Marketing,Campaign,4,5,11,0
2289,Marketing,Hiring,5,1,5,0
2290,Marketing,Payment,2,25,9,1
2291,Finance,Payment,2,5,3,1
2292,HR,Hiring,1,6,8,1
2293,Tech,Hiring,2,2,6,0
2294,HR,Support,2,26,4,0
2295,HR,Hiring,5,26,12,0
2296,HR,Development,4,1,12,0
2297,Marketing,Payment,4,4,16,1
2298,Tech,Hiring,5,7,10,0
2299,Tech,Development,2,22,14,0
2300,HR,Development,5,26,13,0
2301,Marketing,Development,1,1,9,1
2302,Marketing,Development,4,1,7,0
2303,Tech,Support,3,8,12,1
2304,Marketing,Development,1,20,5,1
2305,Marketing,Support,1,16,18,0
2306,Marketing,Support,5,21,4,0
2307,Finance,Development,2,13,2,0
2308,HR,Payment,4,23,3,0
2309,Tech,Development,3,24,12,1
2310,Tech,Development,1,26,3,1
2311,Finance,Development,3,23,4,1
2312,HR,Payment,2,18,6,1
2313,Tech,Campaign,2,30,12,1
2314,Marketing,Campaign,3,20,19,1
2315,Tech,Support,4,10,10,1
2316,Marketing,Support,2,12,1,1
2317,Finance,Payment,3,1,17,1
2318,Marketing,Hiring,1,10,16,1
2319,Tech,Campaign,3,9,9,0
2320,Tech,Support,3,3,9,0
2321,Tech,Campaign,5,28,9,0
2322,Finance,Payment,2,19,12,1
2323,Finance,Payment,4,26,9,0
2324,HR,Hiring,4,9,15,1
2325,Tech,Hiring,5,10,2,1
2326,Marketing,Payment,4,19,11,0
2327,Finance,Support,3,16,11,1
2328,Tech,Campaign,5,24,8,0
2329,Tech,Development,1,18,6,1
2330,Finance,Hiring,2,14,20,1
2331,HR,Development,2,29,7,0
2332,Finance,Support,2,3,3,0
2333,Finance,Hiring,3,2,8,0
2334,Marketing,Development,1,1,18,0
2335,Marketing,Support,5,18,17,0
2336,HR,Campaign,5,24,11,0
2337,Tech,Support,2,9,2,1
2338,Finance,Hiring,1,13,19,1
2339,HR,Payment,1,2,7,1
2340,Marketing,Campaign,1,7,18,1
2341,Finance,Development,4,16,8,0
2342,Tech,Hiring,4,21,14,1
2343,Marketing,Payment,2,19,7,1
2344,Marketing,Support,1,25,4,0
2345,Marketing,Payment,1,15,17,1
2346,HR,Hiring,5,22,5,0
2347,Tech,Hiring,5,11,12,0
2348,Finance,Payment,2,1,9,0
2349,HR,Support,1,21,20,1
2350,HR,Payment,2,7,13,0
2351,HR,Hiring,5,20,18,1
2352,Marketing,Hiring,5,8,20,1
2353,Tech,Development,4,10,9,1
2354,HR,Development,2,5,4,0
2355,Finance,Campaign,2,9,8,0
2356,Tech,Hiring,1,25,1,0
2357,Finance,Development,1,25,17,1
2358,Tech,Payment,4,1,9,1
2359,Finance,Support,3,2,20,0
2360,Marketing,Payment,3,19,13,1
2361,HR,Support,3,14,2,0
2362,Finance,Development,2,20,13,0
2363,Tech,Campaign,2,10,9,1
2364,HR,Payment,5,9,20,1
2365,HR,Payment,2,10,6,0
2366,Tech,Payment,2,29,1,1
2367,Finance,Support,2,6,5,0
2368,Marketing,Development,4,17,3,0
2369,Marketing,Payment,2,28,4,1
2370,Finance,Payment,1,25,1,0
2371,HR,Campaign,1,6,14,1
2372,HR,Campaign,5,4,9,0
2373,HR,Development,4,30,4,1
2374,HR,Development,1,20,18,1
2375,Finance,Hiring,4,3,14,0
2376,HR,Campaign,4,23,4,1
2377,Tech,Hiring,5,19,10,1
2378,HR,Support,4,18,3,0
2379,Marketing,Hiring,2,26,7,1
2380,HR,Payment,4,24,10,0
2381,Finance,Hiring,5,4,13,1
2382,Marketing,Development,5,8,4,0
2383,Finance,Support,5,17,18,0
2384,Finance,Payment,1,5,11,0
2385,Marketing,Hiring,2,13,4,0
2386,Finance,Support,1,25,14,1
2387,Finance,Support,3,1,18,0
2388,HR,Payment,2,27,8,1
2389,Tech,Hiring,4,13,10,0
2390,Finance,Support,5,4,5,1
2391,Finance,Support,3,22,7,0
2392,Finance,Campaign,2,26,12,1
2393,HR,Support,1,24,3,1
2394,Tech,Campaign,5,14,4,0
2395,Marketing,Hiring,1,3,10,0
2396,HR,Hiring,2,5,4,0
2397,HR,Hiring,2,7,15,1
2398,Tech,Development,3,1,10,1
2399,Tech,Hiring,4,23,16,1
2400,HR,Support,1,29,15,1
2401,Marketing,Payment,3,12,19,0
2402,HR,Campaign,5,11,20,0
2403,Tech,Development,4,24,19,0
2404,Marketing,Hiring,3,8,18,0
2405,Tech,Hiring,1,25,12,1
2406,Marketing,Payment,2,6,16,1
2407,Finance,Payment,5,28,1,0
2408,Tech,Development,1,22,16,1
2409,Tech,Campaign,4,2,2,0
2410,HR,Hiring,4,19,15,1
2411,Tech,Development,2,20,7,1
2412,Tech,Support,2,20,1,1
2413,Finance,Support,5,24,5,1
2414,Tech,Development,5,14,10,1
2415,Finance,Hiring,2,1,4,1
2416,Finance,Development,2,10,14,0
2417,Finance,Hiring,4,16,13,1
2418,Finance,Payment,2,30,1,0
2419,Marketing,Development,3,4,16,0
2420,HR,Hiring,1,27,9,0
2421,Marketing,Development,2,28,16,0
2422,Tech,Development,5,29,19,0
2423,Marketing,Hiring,3,11,15,0
2424,Marketing,Hiring,5,16,14,1
2425,Tech,Campaign,3,27,20,1
2426,Tech,Development,2,20,10,1
2427,Tech,Support,1,1,12,0
2428,Marketing,Development,5,16,1,0
2429,Marketing,Development,3,19,17,0
2430,Tech,Hiring,4,21,9,1
2431,HR,Development,2,22,19,1
2432,HR,Development,1,9,18,1
2433,Finance,Support,2,9,7,0
2434,Tech,Hiring,4,9,9,0
2435,Finance,Development,1,27,12,0
2436,HR,Payment,4,17,7,1
2437,Finance,Campaign,2,12,14,0
2438,Tech,Support,3,25,15,0
2439,Tech,Development,2,13,15,0
2440,Tech,Payment,2,8,6,0
2441,Marketing,Development,2,16,14,1
2442,Finance,Development,5,18,2,1
2443,HR,Hiring,4,29,8,0
2444,HR,Hiring,4,27,13,0
2445,HR,Hiring,4,1,6,1
2446,Marketing,Payment,5,1,5,1
2447,Marketing,Development,3,12,5,0
2448,Tech,Campaign,2,6,1,1
2449,HR,Support,3,9,9,1
2450,Marketing,Hiring,5,23,6,0
2451,Tech,Hiring,4,5,20,1
2452,HR,Development,2,27,7,1
2453,Finance,Development,1,16,9,1
2454,Tech,Payment,1,18,5,1
2455,Marketing,Payment,3,17,14,0
2456,Marketing,Hiring,4,18,5,1
2457,Tech,Development,1,1,8,1
2458,Tech,Campaign,3,19,7,0
2459,Marketing,Support,5,22,13,1
2460,Finance,Development,3,29,13,0
2461,HR,Development,3,8,8,0
2462,Finance,Payment,3,3,11,1
2463,Tech,Support,2,26,18,1
2464,Finance,Hiring,3,25,19,1
2465,Marketing,Development,3,26,6,1
2466,Tech,Hiring,2,5,2,1
2467,HR,Development,2,23,13,0
2468,Marketing,Hiring,5,8,11,1
2469,Marketing,Support,4,19,1,0
2470,HR,Payment,1,18,2,1
2471,HR,Support,1,18,17,0
2472,Finance,Campaign,3,21,8,1
2473,Tech,Payment,5,1,2,1
2474,HR,Support,3,15,6,1
2475,HR,Campaign,1,18,5,1
2476,Tech,Development,2,29,16,1
2477,HR,Development,4,25,8,0
2478,HR,Hiring,5,7,19,1
2479,Finance,Payment,2,16,16,1
2480,Marketing,Development,4,16,13,1
2481,Marketing,Payment,5,15,20,0
2482,Marketing,Development,5,6,7,1
2483,Marketing,Hiring,1,9,16,0
2484,HR,Support,2,7,16,1
2485,Tech,Hiring,5,14,12,0
2486,Tech,Campaign,5,11,14,1
2487,Finance,Development,4,21,18,1
2488,Finance,Campaign,1,16,18,0
2489,HR,Campaign,3,25,16,1
2490,Tech,Payment,1,6,20,0
2491,Tech,Development,3,22,16,1
2492,Marketing,Campaign,2,27,13,1
2493,HR,Support,2,16,9,0
2494,HR,Campaign,5,20,9,1
2495,Marketing,Support,2,29,13,0
2496,HR,Payment,5,16,4,0
2497,HR,Campaign,1,12,9,1
2498,Finance,Hiring,2,17,15,1
2499,Tech,Payment,1,5,14,1
2500,HR,Support,1,27,19,0
2501,Finance,Payment,2,25,12,0
2502,Tech,Campaign,1,13,6,1
2503,Marketing,Development,2,8,3,0
2504,Finance,Development,2,24,20,0
2505,Finance,Support,2,5,16,0
2506,Tech,Support,3,12,20,0
2507,Marketing,Development,1,9,17,1
2508,Finance,Support,4,3,16,1
2509,HR,Payment,2,3,6,1
2510,HR,Hiring,1,1,8,0
2511,HR,Hiring,5,25,19,0
2512,Marketing,Payment,2,22,2,0
2513,Finance,Hiring,2,18,14,0
2514,HR,Campaign,4,24,12,1
2515,Marketing,Payment,3,12,17,0
2516,HR,Support,3,9,15,0
2517,Tech,Payment,2,9,18,1
2518,Finance,Development,1,18,16,1
2519,Finance,Support,5,18,13,1
2520,Marketing,Development,5,29,17,0
2521,Marketing,Support,1,7,8,0
2522,Finance,Hiring,2,27,1,0
2523,HR,Payment,5,4,3,0
2524,HR,Campaign,3,13,16,0
2525,Tech,Support,1,17,2,0
2526,HR,Support,4,24,15,1
2527,Marketing,Development,2,2,1,0
2528,Marketing,Hiring,1,14,9,1
2529,HR,Development,5,3,16,1
2530,Marketing,Development,2,5,4,1
2531,Finance,Hiring,3,14,12,0
2532,Finance,Campaign,2,3,1,0
2533,HR,Development,2,23,1,1
2534,Finance,Development,3,7,7,0
2535,Finance,Support,3,30,18,0
2536,Tech,Hiring,2,18,15,1
2537,Tech,Payment,3,13,13,0
2538,Finance,Campaign,1,29,16,0
2539,HR,Campaign,3,23,7,0
2540,Tech,Hiring,3,27,16,0
2541,Marketing,Support,2,22,13,1
2542,Marketing,Support,1,10,14,1
2543,Marketing,Hiring,4,25,17,0
2544,HR,Support,4,13,12,0
2545,Finance,Campaign,5,16,20,0
2546,Marketing,Campaign,3,9,13,1
2547,HR,Payment,3,2,20,0
2548,Tech,Hiring,1,23,15,0
2549,Finance,Development,4,5,4,1
2550,Tech,Development,5,29,2,0
2551,HR,Payment,1,22,18,1
2552,Marketing,Payment,3,17,2,0
2553,Marketing,Support,4,23,15,1
2554,HR,Payment,5,22,19,0
2555,Marketing,Payment,2,4,15,0
2556,Finance,Development,4,17,20,1
2557,HR,Support,5,9,10,1
2558,Tech,Payment,1,20,20,1
2559,HR,Payment,2,2,11,1
2560,Finance,Support,5,24,10,1
2561,Finance,Hiring,5,18,5,0
2562,HR,Support,3,21,9,1
2563,HR,Development,4,27,20,1
2564,Marketing,Hiring,3,22,19,1
2565,Finance,Campaign,2,11,13,1
2566,HR,Support,5,13,18,0
2567,HR,Development,3,8,17,0
2568,Finance,Hiring,4,27,6,0
2569,HR,Support,2,1,10,0
2570,Marketing,Payment,1,17,2,0
2571,Finance,Support,3,12,6,1
2572,Marketing,Campaign,2,4,13,0
2573,Marketing,Support,1,21,18,0
2574,Marketing,Hiring,3,13,7,1
2575,Marketing,Hiring,2,29,2,1
2576,Finance,Support,2,9,14,0
2577,Marketing,Hiring,3,27,5,0
2578,Marketing,Payment,2,30,18,1
2579,HR,Support,5,7,11,0
2580,Finance,Payment,3,23,10,1
2581,Finance,Payment,2,24,11,1
2582,Tech,Development,1,5,2,0
2583,Finance,Support,1,5,15,0
2584,Finance,Hiring,5,17,7,0
2585,Tech,Payment,3,30,9,1
2586,Finance,Development,2,9,5,1
2587,Finance,Support,2,6,7,0
2588,Finance,Support,1,25,20,0
2589,Finance,Campaign,5,19,2,0
2590,Tech,Campaign,1,16,3,1
2591,Finance,Payment,1,21,2,1
2592,Finance,Campaign,5,2,19,1
2593,Tech,Payment,3,10,4,0
2594,HR,Hiring,2,16,20,1
2595,Marketing,Payment,3,5,7,1
2596,HR,Campaign,4,15,7,0
2597,Tech,Hiring,4,13,17,1
2598,Marketing,Campaign,4,13,19,0
2599,Tech,Payment,5,13,16,1
2600,Tech,Development,1,15,3,0
2601,Finance,Support,3,14,15,0
2602,Marketing,Campaign,2,8,14,1
2603,Finance,Payment,4,11,15,0
2604,Marketing,Hiring,3,18,14,1
2605,Tech,Campaign,4,24,7,0
2606,Tech,Campaign,4,4,3,0
2607,HR,Support,2,26,17,0
2608,Marketing,Payment,5,10,10,1
2609,Finance,Development,1,1,15,0
2610,HR,Hiring,5,29,6,0
2611,HR,Payment,3,5,17,1
2612,HR,Hiring,5,13,17,0
2613,Finance,Campaign,3,1,14,0
2614,HR,Support,3,23,18,0
2615,Finance,Support,1,8,5,0
2616,HR,Development,2,3,8,1
2617,Finance,Support,1,3,7,0
2618,Tech,Campaign,5,7,4,0
2619,Tech,Development,3,4,18,1
2620,Tech,Payment,4,3,5,0
2621,Tech,Support,4,15,16,0
2622,Tech,Development,3,8,14,1
2623,HR,Campaign,1,3,19,1
2624,HR,Hiring,2,29,14,1
2625,HR,Hiring,1,30,9,1
2626,Finance,Campaign,3,7,6,0
2627,Finance,Campaign,3,18,17,1
2628,Finance,Hiring,2,11,19,0
2629,Finance,Development,5,11,12,1
2630,Tech,Hiring,5,17,4,0
2631,Tech,Campaign,2,28,16,1
2632,Tech,Support,5,6,11,1
2633,Marketing,Payment,4,8,4,0
2634,HR,Support,5,1,17,1
2635,Finance,Support,5,29,8,1
2636,Finance,Campaign,5,10,14,1
2637,Tech,Hiring,4,28,2,0
2638,Finance,Development,5,25,11,1
2639,Finance,Support,4,19,11,1
2640,HR,Hiring,2,3,6,0
2641,Tech,Development,1,4,14,0
2642,HR,Support,2,11,10,1
2643,Marketing,Development,1,15,8,0
2644,Marketing,Hiring,2,1,7,0
2645,Marketing,Payment,1,9,8,0
2646,Tech,Hiring,1,11,8,1
2647,Finance,Campaign,3,19,2,1
2648,Tech,Development,1,13,16,0
2649,Tech,Payment,1,26,9,1
2650,Finance,Development,3,16,13,0
2651,HR,Development,5,4,12,1
2652,Marketing,Support,5,1,17,0
2653,HR,Campaign,3,20,2,1
2654,Marketing,Development,4,13,13,0
2655,Tech,Hiring,1,1,1,1
2656,Marketing,Hiring,1,5,19,1
2657,Tech,Support,3,5,11,0
2658,HR,Campaign,3,14,5,1
2659,Tech,Campaign,4,27,1,1
2660,HR,Hiring,5,23,20,1
2661,Finance,Payment,2,14,13,1
2662,Finance,Support,5,8,8,1
2663,Finance,Support,1,4,6,1
2664,Tech,Hiring,3,7,17,1
2665,Finance,Hiring,4,20,12,1
2666,Marketing,Payment,5,19,1,0
2667,HR,Payment,4,15,3,1
2668,HR,Campaign,5,22,14,0
2669,Marketing,Support,1,4,8,1
2670,Tech,Support,2,30,11,0
2671,Tech,Hiring,4,19,14,1
2672,HR,Campaign,4,9,8,0
2673,Finance,Support,2,21,3,0
2674,Tech,Campaign,4,13,7,1
2675,Tech,Campaign,4,14,19,0
2676,Marketing,Hiring,5,23,4,1
2677,Marketing,Campaign,5,28,16,1
2678,Finance,Payment,2,14,13,0
2679,Tech,Payment,1,22,20,1
2680,Tech,Development,4,10,19,0
2681,Marketing,Hiring,1,16,5,0
2682,Tech,Development,2,5,5,1
2683,HR,Payment,2,23,20,1
2684,Marketing,Development,5,27,4,1
2685,Finance,Hiring,4,6,2,1
2686,Marketing,Hiring,3,26,13,1
2687,Tech,Campaign,2,2,16,0
2688,Finance,Support,4,13,2,0
2689,Marketing,Campaign,1,29,19,1
2690,HR,Hiring,5,13,17,1
2691,HR,Payment,1,19,5,1
2692,Marketing,Payment,2,18,18,0
2693,HR,Campaign,2,28,18,0
2694,HR,Hiring,1,19,8,0
2695,HR,Payment,2,1,15,1
2696,Finance,Hiring,4,8,13,1
2697,HR,Payment,2,22,13,0
2698,HR,Hiring,5,16,16,1
2699,HR,Development,4,29,20,1
2700,Finance,Hiring,3,2,13,0
2701,Marketing,Hiring,2,8,20,0
2702,Tech,Campaign,2,6,2,1
2703,HR,Development,5,16,3,0
2704,Marketing,Support,5,23,15,1
2705,HR,Campaign,1,11,19,0
2706,Finance,Support,1,17,13,0
2707,Marketing,Payment,1,23,5,1
2708,Finance,Support,5,19,6,1
2709,HR,Hiring,1,11,14,0
2710,HR,Support,1,28,4,1
2711,Finance,Campaign,3,8,19,0
2712,Tech,Campaign,1,22,7,1
2713,Finance,Support,2,4,4,0
2714,HR,Campaign,5,11,2,0
2715,Finance,Campaign,4,8,7,0
2716,Tech,Support,3,9,3,1
2717,Finance,Development,5,26,15,0
2718,Tech,Development,5,2,1,0
2719,Tech,Payment,2,16,2,0
2720,Finance,Campaign,1,6,10,0
2721,Finance,Support,2,21,16,1
2722,Marketing,Campaign,1,21,15,1
2723,HR,Hiring,1,26,15,0
2724,Tech,Campaign,5,27,14,0
2725,Marketing,Campaign,1,19,14,1
2726,Finance,Development,3,28,6,0
2727,HR,Support,3,8,14,1
2728,Marketing,Campaign,3,14,17,0
2729,Tech,Development,5,24,18,1
2730,Marketing,Payment,2,16,20,0
2731,Tech,Development,4,12,19,1
2732,Finance,Development,1,5,17,1
2733,HR,Development,4,24,16,1
2734,HR,Campaign,2,26,8,0
2735,HR,Campaign,2,24,7,1
2736,Finance,Payment,5,19,20,1
2737,Tech,Hiring,3,18,12,0
2738,Finance,Hiring,3,9,9,0
2739,HR,Hiring,2,2,14,0
2740,Finance,Payment,5,25,20,0
2741,Finance,Hiring,5,20,1,1
2742,Finance,Hiring,1,12,10,0
2743,Tech,Development,3,29,17,0
2744,Marketing,Campaign,2,2,17,0
2745,Marketing,Campaign,4,10,17,0
2746,Finance,Development,3,1,4,0
2747,Marketing,Development,1,4,17,0
2748,Marketing,Development,5,25,18,0
2749,Finance,Campaign,2,12,20,1
2750,Finance,Hiring,3,9,2,1
2751,HR,Development,4,4,8,1
2752,Marketing,Payment,1,9,13,1
2753,Tech,Development,1,28,20,1
2754,Finance,Support,3,6,15,0
2755,HR,Development,4,1,20,0
2756,Tech,Campaign,1,10,9,0
2757,Marketing,Development,2,29,3,0
2758,HR,Support,1,14,3,1
2759,Finance,Payment,4,22,2,1
2760,Tech,Hiring,5,25,1,0
2761,Finance,Development,5,29,14,0
2762,Marketing,Support,3,18,17,1
2763,Tech,Support,4,6,13,1
2764,Marketing,Payment,1,18,19,1
2765,Marketing,Campaign,1,20,15,0
2766,HR,Development,5,16,14,0
2767,Finance,Support,5,15,2,1
2768,Tech,Payment,2,16,7,1
2769,Marketing,Hiring,5,8,17,0
2770,Marketing,Support,2,13,18,0
2771,Tech,Payment,1,23,6,0
2772,Marketing,Campaign,2,11,8,0
2773,HR,Campaign,2,28,2,1
2774,HR,Support,3,29,1,1
2775,HR,Support,5,25,16,1
2776,HR,Development,2,7,7,0
2777,Marketing,Payment,1,17,11,0
2778,Tech,Support,4,18,15,0
2779,Tech,Development,2,22,13,1
2780,Tech,Development,5,23,2,1
2781,Tech,Support,3,19,14,1
2782,Finance,Campaign,1,25,6,0
2783,Tech,Payment,3,13,9,0
2784,Finance,Payment,4,15,7,1
2785,Finance,Campaign,2,23,18,0
2786,HR,Support,2,30,9,1
2787,Finance,Payment,5,22,4,1
2788,Marketing,Support,2,29,9,1
2789,Finance,Support,1,22,4,1
2790,HR,Development,4,1,12,0
2791,Finance,Campaign,3,29,4,0
2792,Marketing,Support,4,16,20,0
2793,Marketing,Hiring,2,5,14,0
2794,Marketing,Campaign,3,26,7,0
2795,HR,Payment,5,3,13,0
2796,HR,Development,4,23,8,1
2797,Tech,Payment,3,10,5,0
2798,HR,Payment,3,19,12,0
2799,Marketing,Campaign,3,5,13,0
2800,Marketing,Payment,1,7,20,1
2801,HR,Support,4,14,14,0
2802,Finance,Payment,3,3,18,1
2803,HR,Development,4,13,20,0
2804,HR,Development,3,13,4,0
2805,Marketing,Hiring,5,10,18,0
2806,Tech,Development,5,2,7,1
2807,Marketing,Payment,5,6,15,1
2808,Tech,Development,2,8,6,0
2809,Marketing,Campaign,3,4,16,0
2810,HR,Development,2,25,20,0
2811,Marketing,Support,4,12,8,1
2812,Marketing,Campaign,2,28,16,1
2813,Marketing,Hiring,4,15,16,0
2814,HR,Support,4,8,3,1
2815,HR,Payment,4,7,17,1
2816,HR,Payment,2,14,9,1
2817,HR,Payment,3,23,3,1
2818,Tech,Support,2,19,20,0
2819,Tech,Support,3,14,7,0
2820,Finance,Support,3,22,18,1
2821,HR,Campaign,4,13,12,1
2822,Tech,Campaign,2,29,19,1
2823,Marketing,Payment,3,21,16,0
2824,HR,Development,5,1,17,0
2825,Finance,Payment,3,27,20,1
2826,Finance,Hiring,5,19,15,1
2827,Finance,Campaign,2,29,1,1
2828,Marketing,Support,2,28,2,1
2829,Tech,Campaign,2,1,8,0
2830,Marketing,Support,3,4,2,0
2831,HR,Hiring,1,10,19,0
2832,Finance,Hiring,3,3,9,0
2833,Marketing,Campaign,3,27,9,0
2834,Marketing,Support,4,20,13,0
2835,Tech,Hiring,4,9,6,1
2836,Tech,Payment,3,3,15,1
2837,Finance,Payment,5,28,19,0
2838,Marketing,Support,4,6,15,0
2839,Marketing,Campaign,3,6,18,0
2840,Tech,Hiring,1,23,7,1
2841,Marketing,Campaign,5,25,11,1
2842,Marketing,Payment,2,12,8,1
2843,Marketing,Hiring,3,23,6,1
2844,Tech,Campaign,3,30,8,0
2845,Finance,Development,5,1,2,1
2846,HR,Support,4,16,19,0
2847,Finance,Support,4,24,16,1
2848,HR,Development,4,5,7,1
2849,Marketing,Payment,2,9,10,1
2850,Finance,Hiring,5,10,12,1
2851,HR,Support,5,13,17,0
2852,Tech,Development,4,15,7,0
2853,Tech,Development,4,12,8,0
2854,Finance,Payment,1,5,7,0
2855,Finance,Payment,1,5,4,0
2856,Marketing,Campaign,3,28,3,0
2857,Finance,Support,3,28,19,0
2858,Marketing,Campaign,5,30,15,1
2859,Marketing,Development,5,18,4,0
2860,Tech,Hiring,2,12,9,1
2861,Tech,Hiring,2,27,13,0
2862,HR,Payment,1,3,18,1
2863,Tech,Hiring,3,26,16,0
2864,Tech,Hiring,1,25,1,1
2865,Finance,Hiring,1,7,4,0
2866,Tech,Development,3,17,18,0
2867,HR,Hiring,2,19,8,0
2868,Finance,Hiring,3,28,20,0
2869,HR,Hiring,4,18,16,1
2870,Tech,Campaign,4,1,11,0
2871,HR,Development,4,25,20,0
2872,Finance,Payment,5,24,19,1
2873,Marketing,Campaign,2,5,19,0
2874,HR,Support,2,27,18,1
2875,HR,Development,5,28,19,1
2876,Finance,Development,1,2,11,0
2877,Finance,Support,4,1,3,0
2878,HR,Support,4,7,8,1
2879,Tech,Support,1,29,20,0
2880,HR,Payment,3,11,19,1
2881,Finance,Hiring,3,11,10,0
2882,Marketing,Development,2,18,16,0
2883,Marketing,Hiring,5,17,5,1
2884,Tech,Hiring,2,2,20,0
2885,HR,Support,3,7,9,0
2886,Marketing,Payment,1,7,8,0
2887,HR,Campaign,2,10,11,1
2888,Finance,Payment,4,22,16,0
2889,Marketing,Hiring,4,21,7,1
2890,Tech,Payment,1,3,15,0
2891,Finance,Support,3,30,20,1
2892,Tech,Campaign,4,12,17,0
2893,Finance,Support,4,3,6,0
2894,Marketing,Campaign,5,11,15,1
2895,Tech,Hiring,2,29,8,0
2896,Tech,Campaign,3,12,7,1
2897,Finance,Campaign,2,25,2,0
2898,Tech,Campaign,3,4,13,1
2899,Finance,Payment,4,25,6,0
2900,Finance,Payment,5,16,5,1
2901,Finance,Hiring,2,20,20,0
2902,Finance,Campaign,4,18,1,1
2903,Marketing,Development,3,4,18,1
2904,Finance,Hiring,2,22,15,0
2905,HR,Campaign,2,6,10,1
2906,Tech,Campaign,4,21,3,1
2907,HR,Payment,2,15,5,0
2908,Marketing,Hiring,5,1,13,0
2909,HR,Campaign,5,3,8,0
2910,Tech,Campaign,4,5,2,0
2911,HR,Hiring,3,22,9,0
2912,Marketing,Development,4,30,17,0
2913,Finance,Hiring,5,17,18,1
2914,HR,Hiring,1,30,13,1
2915,Marketing,Development,1,14,1,1
2916,Marketing,Hiring,2,9,12,0
2917,Tech,Campaign,2,30,20,0
2918,Tech,Hiring,1,3,20,1
2919,HR,Development,5,26,5,1
2920,Finance,Support,2,13,8,0
2921,Marketing,Hiring,4,3,15,1
2922,HR,Payment,4,11,3,0
2923,Marketing,Campaign,5,2,6,0
2924,Marketing,Campaign,2,24,13,1
2925,Finance,Payment,4,15,12,0
2926,Finance,Payment,2,13,19,0
2927,HR,Hiring,2,19,18,0
2928,Finance,Payment,4,22,1,0
2929,Finance,Support,1,16,7,1
2930,HR,Development,4,18,12,0
2931,Finance,Payment,5,7,10,0
2932,Tech,Payment,3,13,12,1
2933,Marketing,Support,4,4,11,0
2934,Marketing,Campaign,2,9,4,0
2935,Marketing,Campaign,2,30,19,1
2936,Marketing,Hiring,4,10,6,1
2937,HR,Support,3,9,9,0
2938,Marketing,Development,4,7,20,0
2939,Marketing,Development,3,15,10,1
2940,Marketing,Support,3,28,5,0
2941,Marketing,Development,5,8,13,0
2942,Tech,Campaign,2,19,9,0
2943,Marketing,Development,2,11,2,1
2944,Tech,Development,3,5,18,0
2945,HR,Support,2,2,1,1
2946,Finance,Support,1,10,12,1
2947,Marketing,Development,3,16,10,1
2948,Finance,Payment,2,23,2,1
2949,Finance,Support,1,13,9,0
2950,HR,Hiring,5,8,2,1
2951,Finance,Hiring,2,9,14,0
2952,Tech,Campaign,1,11,11,1
2953,Finance,Development,4,11,11,1
2954,Finance,Payment,4,23,17,0
2955,Finance,Campaign,1,26,4,1
2956,Marketing,Development,3,16,13,1
2957,Marketing,Support,3,10,7,0
2958,Tech,Hiring,2,29,16,1
2959,Tech,Payment,4,24,1,1
2960,Marketing,Hiring,3,12,13,1
2961,Tech,Support,3,25,1,0
2962,Marketing,Development,4,6,11,1
2963,HR,Support,5,28,6,0
2964,Finance,Support,3,12,20,0
2965,Finance,Hiring,1,10,3,0
2966,Tech,Payment,2,18,12,1
2967,Marketing,Support,3,18,5,1
2968,Marketing,Hiring,3,4,9,1
2969,Tech,Payment,5,9,12,1
2970,Marketing,Development,1,7,10,0
2971,HR,Development,2,18,19,0
2972,Finance,Campaign,3,8,5,1
2973,Tech,Hiring,2,11,5,1
2974,Tech,Payment,4,7,9,0
2975,Marketing,Support,3,9,20,1
2976,Tech,Development,3,8,17,1
2977,HR,Payment,4,3,10,1
2978,Marketing,Hiring,5,17,1,1
2979,Marketing,Campaign,3,2,16,1
2980,Marketing,Development,2,15,15,1
2981,Marketing,Payment,1,14,17,0
2982,HR,Payment,2,29,20,0
2983,Marketing,Payment,5,18,13,0
